Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,BATCH_SIZE,DROPOUT_RATE,LEARNING_RATE,LOSS_TYPE,MAX_SEQ_LENGTH,MODEL_NAME,test_Class_1_F1,test_Class_1_FN,test_Class_1_FP,test_Class_1_MCC,test_Class_1_Precision,test_Class_1_Recall,test_Class_1_TN,test_Class_1_TP,test_Class_2_F1,test_Class_2_FN,test_Class_2_FP,test_Class_2_MCC,test_Class_2_Precision,test_Class_2_Recall,test_Class_2_TN,test_Class_2_TP,test_Class_3_F1,test_Class_3_FN,test_Class_3_FP,test_Class_3_MCC,test_Class_3_Precision,test_Class_3_Recall,test_Class_3_TN,test_Class_3_TP,test_Class_4_F1,test_Class_4_FN,test_Class_4_FP,test_Class_4_MCC,test_Class_4_Precision,test_Class_4_Recall,test_Class_4_TN,test_Class_4_TP,val_Class_1_F1,val_Class_1_FN,val_Class_1_FP,val_Class_1_MCC,val_Class_1_Precision,val_Class_1_Recall,val_Class_1_TN,val_Class_1_TP,val_Class_2_F1,val_Class_2_FN,val_Class_2_FP,val_Class_2_MCC,val_Class_2_Precision,val_Class_2_Recall,val_Class_2_TN,val_Class_2_TP,val_Class_3_F1,val_Class_3_FN,val_Class_3_FP,val_Class_3_MCC,val_Class_3_Precision,val_Class_3_Recall,val_Class_3_TN,val_Class_3_TP,val_Class_4_F1,val_Class_4_FN,val_Class_4_FP,val_Class_4_MCC,val_Class_4_Precision,val_Class_4_Recall,val_Class_4_TN,val_Class_4_TP
2024-02-05 05:11:04,15.0min,2c90151e9c8143d5aa46bf2558a219bd,indecisive-midge-802,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0.1,5e-05,bce,128,distilbert-base-uncased,0,344,0,0,0,0,224168,0,0.7696762300894052,295,580,0.7699287331653543,0.7159647404501881,0.8321001707451154,222175,1462,0.4987341768131934,374,22,0.5564951448871475,0.8995433789913263,0.34500875656682134,223919,197,0.8317425683571915,351,266,0.8305847687640365,0.851479620323366,0.8128997867799505,222370,1525,0,0,0,0,0,0,229760,0,0.8136798900686629,106,575,0.8190897594694101,0.7211445198832585,0.933458882610839,227592,1487,0.4893617017099955,475,53,0.5351864432206401,0.8267973856182131,0.3475274725269952,228979,253,0.8572151893730021,294,270,0.8559933021903225,0.8624554253688933,0.8520382486155752,227503,1693
2024-02-05 05:03:11,7.9min,d4df58403e7d4b328154621d4a8cab6c,resilient-skink-932,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0.1,5e-05,bce,64,distilbert-base-uncased,0,239,0,0,0,0,112017,0,0.7723142699598088,85,767,0.7821213276876545,0.6532549728749307,0.9444444444438271,109959,1445,0.5965965961013546,256,147,0.598419545874127,0.6696629213468097,0.5379061371831446,111555,298,0.8254203753694863,163,543,0.8260361824896411,0.7545207956596951,0.9110262008728651,109881,1669,0,0,0,0,0,0,114880,0,0.7975764247436429,34,701,0.8086317601507448,0.6738017682639954,0.9770580296889494,112697,1448,0.6545754323147843,268,151,0.6558495795412035,0.7244525547432036,0.5969924812021098,114064,397,0.8292904098456192,94,659,0.8331354625123861,0.7351286173630486,0.9511180447212942,112298,1829
2024-02-05 04:52:35,10.6min,3afe6936fb12415893cd069b61d47c5f,sedate-smelt-256,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,32,0,5e-05,smooth_focal,128,distilbert-base-uncased,0,344,0,0,0,0,224168,0,0.7865307378411427,484,207,0.7879241812411655,0.860135135134554,0.7245304496296389,222548,1273,0.37613918757042086,344,409,0.3750096948350438,0.3569182389931495,0.3975481611201444,223532,227,0.7397859917213714,355,715,0.7402946527938531,0.6802325581392307,0.8107675906179047,221921,1521,0,0,0,0,0,0,229760,0,0.8487961471722669,271,200,0.8479880266405718,0.8685939553213742,0.829880728185292,227967,1322,0.4716336290277331,383,390,0.4699515191903256,0.4693877551014022,0.47390109890044796,228642,345,0.760009150727753,326,723,0.7609290039750006,0.6967281879191708,0.8359335681928355,227050,1661
2024-02-05 04:47:25,5.2min,932e8dd3cb0c4097816aee65bb9be214,thundering-zebra-248,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,32,0,5e-05,smooth_focal,64,distilbert-base-uncased,0,239,0,0,0,0,112017,0,0.8461055271384178,183,307,0.8445542774474414,0.814389359128891,0.8803921568621697,110419,1347,0.5409252664030534,250,266,0.5386709841586657,0.5333333333323976,0.5487364620928723,111436,304,0.7650148430845722,157,872,0.7712246692397401,0.6576364350213358,0.9143013100431691,109552,1675,0,0,0,0,0,0,114880,0,0.879441623866703,96,284,0.8793800897435724,0.829940119759982,0.9352226720641463,113114,1386,0.5796460171984439,272,298,0.577258748645513,0.5687409551366589,0.5909774436081339,113917,393,0.770484769999758,127,943,0.7783870108265236,0.6557137641472597,0.9339573582938461,112014,1796
2024-02-05 04:32:17,15.1min,334fc1ea44fc41ce9ae87f97e3fea39d,sincere-yak-662,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0,5e-05,smooth_focal,128,distilbert-base-uncased,0,344,0,0,0,0,224168,0,0.8297249848714712,339,243,0.8287519168616768,0.8537025888014126,0.8070574843478616,222512,1418,0.5949895611038414,286,102,0.6054753700232841,0.7364341085252288,0.49912434325656896,223839,285,0.8076079000152974,220,569,0.8088357644996548,0.7442696629210138,0.8827292110869495,222067,1656,0,0,0,0,0,0,229760,0,0.8798789707557889,139,258,0.8795885392303024,0.8492990654200646,0.9127432517257296,227909,1454,0.6183266927389317,340,139,0.6254252616579088,0.7362428842490774,0.5329670329663009,228893,388,0.8315118392127112,161,579,0.8337583254250575,0.7592515592512435,0.9189733266225873,227194,1826
2024-02-05 04:24:20,8.0min,aae2c050bd124328bb516e0e25843686,clumsy-fox-228,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0,5e-05,smooth_focal,64,distilbert-base-uncased,0,239,0,0,0,0,112017,0,0.8832891241679557,198,154,0.8817966901588895,0.896366083444888,0.8705882352935487,110572,1332,0.5050266110313362,127,710,0.534974072511725,0.3755496921720532,0.770758122742291,110992,427,0.81587224726796,146,615,0.8179458523148433,0.7327249022161092,0.9203056768553929,109809,1686,0,0,0,0,0,0,114880,0,0.9088515954194168,101,176,0.9079145735724731,0.8869621066147162,0.9318488529008557,113222,1381,0.6333143827012776,108,537,0.6505911914519847,0.5091407678240318,0.8375939849611465,113678,557,0.8346276833809169,96,628,0.8379139626296684,0.7441955193479657,0.9500780031196308,112329,1827
2024-02-05 04:13:46,10.6min,f72d35bc759f41ffbc0f5dc1a1b50a85,puzzled-shad-218,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,32,0,5e-05,focal,128,distilbert-base-uncased,0,344,0,0,0,0,224168,0,0.7631170438998137,528,235,0.7646356248496416,0.8394808743163665,0.699487763232385,222520,1229,0.33632998371346473,253,1002,0.36395382706665846,0.2409090909089084,0.5569176882652244,222939,318,0.7281213530663228,316,849,0.7313311486072035,0.6475716064754472,0.831556503197851,221787,1560,0,0,0,0,0,0,229760,0,0.8290459128834241,320,205,0.8284862814049236,0.8612990527734362,0.7991211550528569,227962,1273,0.4628428923051055,264,813,0.4791290044658016,0.3633516053246959,0.6373626373617619,228219,464,0.7379023424027858,302,895,0.7417203036972334,0.6531007751935453,0.8480120785098902,226878,1685
2024-02-05 04:08:29,5.3min,d8eb7c0036d74b08bc9d6f7466e7efbd,enthused-fowl-191,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,32,0,5e-05,focal,64,distilbert-base-uncased,0,239,0,0,0,0,112017,0,0.865551838964578,236,166,0.8639813655247105,0.8863013698624066,0.8457516339863753,110560,1294,0.5136612017069151,319,126,0.523634313300261,0.6509695290840694,0.42418772563100327,111576,235,0.7886079052252537,226,635,0.7888771860538316,0.7166443551982523,0.8766375545846743,109789,1606,0,0,0,0,0,0,114880,0,0.8873286521239877,155,182,0.8858797350306701,0.8793903247177738,0.8954116059373175,113216,1327,0.5693563005174251,351,124,0.5798970659727126,0.7168949771673131,0.4721804511271095,114091,314,0.8120820838961653,162,653,0.8139481489938013,0.7294946147470052,0.9157566302647344,112304,1761
2024-02-05 03:53:11,15.3min,8736d64eea7a4ff99d536f0df6e5ae2c,incongruous-stork-32,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0,5e-05,focal,128,distilbert-base-uncased,0,344,0,0,0,0,224168,0,0.8195845692333642,376,232,0.8189821433070513,0.8561686298816763,0.7859988616956255,222523,1381,0.46728971918104817,171,741,0.49385140357246304,0.3505696757227427,0.7005253940443074,223200,400,0.8263562046048816,208,493,0.8268894171872356,0.7718648773712301,0.8891257995730868,222143,1668,0,0,0,0,0,0,229760,0,0.8887511615695639,159,200,0.8880372105483886,0.8776009791916294,0.9001883239165724,227967,1434,0.5912162157317828,203,523,0.5995690551466865,0.5009541984728044,0.7211538461528556,228509,525,0.850208043885719,148,500,0.8516717194025581,0.7862334330907285,0.9255158530443254,227273,1839
2024-02-05 03:45:17,7.9min,e6b5641112a542e7a5dd5114a79865e0,bedecked-mink-983,LOCAL,/Users/dnarganes/repos/exscientia/ebi02201/src/ebi02201/train.py,dnarganes,FINISHED,16,0,5e-05,focal,64,distilbert-base-uncased,0,239,0,0,0,0,112017,0,0.8685366672931688,245,144,0.8673019125781297,0.8992302309300915,0.8398692810452028,110582,1285,0.6389658351408224,208,183,0.637388271804489,0.6540642722104838,0.6245487364609665,111519,346,0.790300230458346,121,787,0.7961187485400898,0.6849479583664192,0.9339519650649923,109637,1711,0,0,0,0,0,0,114880,0,0.9097057823874496,137,130,0.9085311689585187,0.9118644067790428,0.9075573549251637,113268,1345,0.6666666661663574,238,189,0.6652929001597114,0.6931818181806929,0.6421052631569292,114026,427,0.8083060104413036,74,803,0.8153491570627096,0.6972096530917431,0.9615184607379296,112154,1849
